"MATERIAL","CHAR","CHARVALUE","ACTIVE"
"30ATCTO1WW","EPETHERNET","I210-T1 SINGLE-PORT GIGABIT ET","X"
"30ATCTO1WW","EPETHERNET","I350-T2 DUAL-PORT GIGABIT ET","X"
"30ATCTO1WW","EPETHERNET","I350_T4 QUAD_PORT GIGABIT ET","X"
"30ATCTO1WW","EPETHERNET","INTEGRATED ETHERNET","X"
"30ATCTO1WW","EPETHERNET2","BITLAND BN8E88 1 PORT FH","X"
"30ATCTO1WW","EPETHERNET2","I210_T1 SINGLE_PORT GIGABIT ET","X"
"30ATCTO1WW","EPETHERNET2","I350-T2 DUAL-PORT GIGABIT ET","X"
"30ATCTO1WW","EPETHERNET2","I350_T4 QUAD_PORT GIGABIT ET","X"
"30ATCTO1WW","EPETHERNET2","NO_ETHERNET","X"
"30ATCTO1WW","EPFIRST_FLEX_BAY","5.25_FLEX MODULE","X"
"30ATCTO1WW","EPFIRST_FLEX_BAY","5.25_FRONT HDD ENCLOSURE","X"
"30ATCTO1WW","EPFIRST_FLEX_BAY","5.25_HDD ENCLOSURE","X"
"30ATCTO1WW","EPFIRST_FLEX_BAY","EMPTY 5.25_FLEX MODULE","X"
"30ATCTO1WW","EPFIRST_FLEX_BAY","EMPTY 5.25_HDD ENCLOSURE","X"
"30ATCTO1WW","EPFIRST_FLEX_BAY","EMPTY FRONT HDD ENCLOSURE","X"
"30ATCTO1WW","EPFIRST_FLEX_BAY","EMPTY SLIM ODD_HDD KIT TWR","X"
"30ATCTO1WW","EPFIRST_FLEX_BAY","NONE","X"
"30ATCTO1WW","EPFIRST_FLEX_BAY","SLIM ODD_HDD ENCLOSURE TWR","X"
"30ATCTO1WW","EPFLOORSTAND","NO_FLOOR STAND","X"
"30ATCTO1WW","EPFRONT_IO_1394","FRONT 1394 I_O","X"
"30ATCTO1WW","EPFRONT_IO_1394","NO_1394 I_O","X"
"30ATCTO1WW","EPFRONT_IO_ESATA","FRONT ESATA I_O","X"
"30ATCTO1WW","EPFRONT_IO_ESATA","NO_ESATA I_O","X"
"30ATCTO1WW","EPGRAPHICCARD1","AMD FP 2270X16_512M_DL_DP","X"
"30ATCTO1WW","EPGRAPHICCARD1","AMD FP 2270X16_512M_DMS59","X"
"30ATCTO1WW","EPGRAPHICCARD1","AMD W2100 2G 2DP","X"
"30ATCTO1WW","EPGRAPHICCARD1","AMD W4100 2G 4MDP","X"
"30ATCTO1WW","EPGRAPHICCARD1","AMD W5100 4G 4DP","X"
"30ATCTO1WW","EPGRAPHICCARD1","INTEGRATED VIDEO","X"
"30ATCTO1WW","EPGRAPHICCARD1","NO_GRAPHIC CARD SELECTED","X"
"30ATCTO1WW","EPGRAPHICCARD1","NVIDIA K1200 4G 4MDP HP","X"
"30ATCTO1WW","EPGRAPHICCARD1","NVIDIA K2200 3G 2DP DVI",""
"30ATCTO1WW","EPGRAPHICCARD1","NVIDIA K420 2GB DP DVI","X"
"30ATCTO1WW","EPGRAPHICCARD1","NVIDIA K620 2G DVI DP HP","X"
"30ATCTO1WW","EPGRAPHICCARD1","NVIDIA M4000 4DP","X"
"30ATCTO1WW","EPGRAPHICCARD1","NVIDIA NVS310 1GB 2DP","X"
"30ATCTO1WW","EPGRAPHICCARD1","NVIDIA NVS315 1GB DL_DP HP","X"
"30ATCTO1WW","EPGRAPHICCARD1","NVIDIA NVS315 1GB DL_DVI HP","X"
"30ATCTO1WW","EPGRAPHICCARD1","NVIDIA NVS510 2GB MINI 4XDP","X"
"30ATCTO1WW","EPGRAPHICCARD1","NVIDIA NVS810 4GB 8MDP HP","X"
"30ATCTO1WW","EPGRAPHICCARD1","NVIDIA_M2000_4G_4DP_HP","X"
"30ATCTO1WW","EPGRAPHICCARD2","AMD FP 2270X16_512M_DL_DP","X"
"30ATCTO1WW","EPGRAPHICCARD2","AMD FP 2270X16_512M_DMS59","X"
"30ATCTO1WW","EPGRAPHICCARD2","AMD W2100 2G 2DP","X"
"30ATCTO1WW","EPGRAPHICCARD2","AMD W4100 2G 4MDP","X"
"30ATCTO1WW","EPGRAPHICCARD2","NO_SECOND GRAPHIC CARD","X"
"30ATCTO1WW","EPGRAPHICCARD2","NVIDIA K1200 4G 4MDP HP","X"
"30ATCTO1WW","EPGRAPHICCARD2","NVIDIA K2200 3G 2DP DVI",""
"30ATCTO1WW","EPGRAPHICCARD2","NVIDIA K420 2GB DP DVI","X"
"30ATCTO1WW","EPGRAPHICCARD2","NVIDIA K620 2G DVI DP HP","X"
"30ATCTO1WW","EPGRAPHICCARD2","NVIDIA NVS310 1GB 2DP","X"
"30ATCTO1WW","EPGRAPHICCARD2","NVIDIA NVS315 1GB DL_DP HP","X"
"30ATCTO1WW","EPGRAPHICCARD2","NVIDIA NVS315 1GB DL_DVI HP","X"
"30ATCTO1WW","EPGRAPHICCARD2","NVIDIA NVS510 2GB MINI 4XDP","X"
"30ATCTO1WW","EPGRAPHICCARD2","NVIDIA_M2000_4G_4DP_HP","X"
"30ATCTO1WW","EPIEEE1394","NO 1394 ADAPTER SELECTED","X"
"30ATCTO1WW","EPIEEE1394","PCIE IEEE 1394 FW ADAPTER HP","X"
"30ATCTO1WW","EPINTERFACE_PACK","CATALANBASQUEGALICIAN LIP","X"
"30ATCTO1WW","EPINTERFACE_PACK","NONE","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD 058_CA_FR","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD 179_TUR","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD 319_GREEK","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD 440_TUR","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD 445_CA_FR","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD 459_GREEK","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD ARA_FR","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD ARABIC","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD BEL_FR","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD BEL_UK","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD BR_POR","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD BULGARIAN","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD CZECH","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD DANISH","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD DUTCH","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD FRENCH","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD GERMAN","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD HEBREW","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD HK_TW_TC","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD HUNGARIAN","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD ICELAND","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD ITALIAN","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD JAPANESE","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD KOREAN","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD LA_SP","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD NORDICS","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD NORWAY","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD POLISH","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD PORT","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD ROMANIAN","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD RUSSIAN","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD SERBIAN","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD SLOVAK","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD SLOVENIAN","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD SPANISH","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD SWE_FIN","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD SWISS","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD THAI","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD UK_EN","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD US_EN","X"
"30ATCTO1WW","EPKYB","FP KYBD EPEAT GOLD US_EU","X"
"30ATCTO1WW","EPKYB","NO KEYBOARD SELECTED","X"
"30ATCTO1WW","EPKYB","PS2 KYBD 058_CA_FR","X"
"30ATCTO1WW","EPKYB","PS2 KYBD 172 SPANISH","X"
"30ATCTO1WW","EPKYB","PS2 KYBD 179_TUR","X"
"30ATCTO1WW","EPKYB","PS2 KYBD 319_GREEK","X"
"30ATCTO1WW","EPKYB","PS2 KYBD 440_TUR","X"
"30ATCTO1WW","EPKYB","PS2 KYBD 445_CA_FR","X"
"30ATCTO1WW","EPKYB","PS2 KYBD 459_GREEK","X"
"30ATCTO1WW","EPKYB","PS2 KYBD ARA_FR","X"
"30ATCTO1WW","EPKYB","PS2 KYBD ARABIC","X"
"30ATCTO1WW","EPKYB","PS2 KYBD BEL_FR","X"
"30ATCTO1WW","EPKYB","PS2 KYBD BEL_UK","X"
"30ATCTO1WW","EPKYB","PS2 KYBD BR_POR","X"
"30ATCTO1WW","EPKYB","PS2 KYBD BULGARIAN","X"
"30ATCTO1WW","EPKYB","PS2 KYBD CHINA_SC","X"
"30ATCTO1WW","EPKYB","PS2 KYBD CZECH","X"
"30ATCTO1WW","EPKYB","PS2 KYBD DANISH","X"
"30ATCTO1WW","EPKYB","PS2 KYBD DUTCH","X"
"30ATCTO1WW","EPKYB","PS2 KYBD FRENCH","X"
"30ATCTO1WW","EPKYB","PS2 KYBD GERMAN","X"
"30ATCTO1WW","EPKYB","PS2 KYBD HEBREW","X"
"30ATCTO1WW","EPKYB","PS2 KYBD HK_TW_TC","X"
"30ATCTO1WW","EPKYB","PS2 KYBD HUNGARIAN","X"
"30ATCTO1WW","EPKYB","PS2 KYBD ICELAND","X"
"30ATCTO1WW","EPKYB","PS2 KYBD INDIA EN","X"
"30ATCTO1WW","EPKYB","PS2 KYBD ITALIAN","X"
"30ATCTO1WW","EPKYB","PS2 KYBD JAPANESE","X"
"30ATCTO1WW","EPKYB","PS2 KYBD KOREAN","X"
"30ATCTO1WW","EPKYB","PS2 KYBD LA_SP","X"
"30ATCTO1WW","EPKYB","PS2 KYBD NORWAY","X"
"30ATCTO1WW","EPKYB","PS2 KYBD POLISH","X"
"30ATCTO1WW","EPKYB","PS2 KYBD PORT","X"
"30ATCTO1WW","EPKYB","PS2 KYBD ROMANIAN","X"
"30ATCTO1WW","EPKYB","PS2 KYBD RUSSIAN","X"
"30ATCTO1WW","EPKYB","PS2 KYBD SERBIAN","X"
"30ATCTO1WW","EPKYB","PS2 KYBD SLOVAK","X"
"30ATCTO1WW","EPKYB","PS2 KYBD SLOVENIAN","X"
"30ATCTO1WW","EPKYB","PS2 KYBD SWE_FIN","X"
"30ATCTO1WW","EPKYB","PS2 KYBD SWISS","X"
"30ATCTO1WW","EPKYB","PS2 KYBD THAI","X"
"30ATCTO1WW","EPKYB","PS2 KYBD UK_EN","X"
"30ATCTO1WW","EPKYB","PS2 KYBD US_EN","X"
"30ATCTO1WW","EPKYB","PS2 KYBD US_EU","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD 058_CA_FR","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD 179_TUR","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD 253_ARABIC","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD 319_GREEK","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD 440_TUR","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD 445_CA_FR","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD 459_GREEK","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD 470_ARABIC","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD ARA_FR","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD BEL_FR","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD BEL_UK","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD BR_POR","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD BULGARIAN","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD CHINA_SC","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD CZECH","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD DANISH","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD DUTCH","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD ESTONIAN","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD FRENCH","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD GERMAN","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD HEBREW","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD HK_TW_TC","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD HUNGARIAN","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD ICELAND","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD INDIA EN","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD INDIA LOC","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD ITALIAN","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD JAPANESE","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD KOREAN","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD LA_SP","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD LITHUANIAN","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD NORDICS","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD NORWAY","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD POLISH","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD PORT","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD ROMANIAN","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD RUSSIAN","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD SERBIAN","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD SLOVAK","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD SLOVENIAN","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD SPANISH","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD SWE_FIN","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD SWISS","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD THAI","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD UK_EN","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD US_EN","X"
"30ATCTO1WW","EPKYB","USB FULL KEYBOARD US_EU","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 058_CA_FR","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 179_TUR","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 319_GREEK","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 440_TUR","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 445_CA_FR","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 459_GREEK","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 470_ARABIC","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 ARA_FR","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 ARABIC","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 BEL_FR","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 BEL_UK","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 BR_POR","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 BULGARIAN","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 CZECH","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 DANISH","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 DUTCH","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 ESTONIAN","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 FRENCH","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 GERMAN","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 HEBREW","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 HK_TW_TC","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 HUNGARIAN","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 ICELAND","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 INDIA EN","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 ITALIAN","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 JAPANESE","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 KOREAN","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 LA_SP","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 LITHUANIAN","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 NORWAY","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 POLISH","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 PORT","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 ROMANIAN","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 RUSSIAN","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 SERBIAN","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 SLOVAK","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 SLOVENIAN","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 SPANISH","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 SWE_FIN","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 SWISS","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 THAI","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 UK_EN","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 US_EN","X"
"30ATCTO1WW","EPKYB","USB SLIM F5 US_EU","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK 179_TUR","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK 253_ARA","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK 440_TUR","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK 446_ROM","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK 470_ARA","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK ARA_FR","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK BEL_FR","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK BEL_UK","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK BR_POR","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK CZECH","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK DANISH","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK DUTCH","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK ESTONIAN","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK FRENCH","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK GERMAN","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK HEBREW","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK HK_TW_TC","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK HUNGARY","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK ICELAND","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK INDIA_EN","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK ITALIAN","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK JAPANESE","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK KOREAN","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK LA_SP","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK LITHUAN","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK NORWAY","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK POLISH","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK PORT","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK ROMANIAN","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK RUSSIAN","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK SERBIAN","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK SLOVAK","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK SPANISH","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK SWE_FIN","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK SWISS","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK THAI","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK UK_EN","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK US_EN","X"
"30ATCTO1WW","EPKYB","USB SMARTCARD KBD BLK US_EU","X"
"30ATCTO1WW","EPKYB","USB SMARTCARDKBD BLK 058_CA_FR","X"
"30ATCTO1WW","EPKYB","USB SMARTCARDKBD BLK 319_GREEK","X"
"30ATCTO1WW","EPKYB","USB SMARTCARDKBD BLK 445_CA_FR","X"
"30ATCTO1WW","EPKYB","USB SMARTCARDKBD BLK 459_GREEK","X"
"30ATCTO1WW","EPKYB","USB SMARTCARDKBD BLK BULGARIAN","X"
"30ATCTO1WW","EPKYB","USB SMARTCARDKBD BLK SLOVENIAN","X"
"30ATCTO1WW","EPKYB","USB_FULLSIZE_KAZAKHASTAN","X"
"30ATCTO1WW","EPLINECORD","LINECORD_ANZ","X"
"30ATCTO1WW","EPLINECORD","LINECORD_AUSTRIA","X"
"30ATCTO1WW","EPLINECORD","LINECORD_BELGIUM","X"
"30ATCTO1WW","EPLINECORD","LINECORD_BRAZIL","X"
"30ATCTO1WW","EPLINECORD","LINECORD_CHINA","X"
"30ATCTO1WW","EPLINECORD","LINECORD_CROATIA","X"
"30ATCTO1WW","EPLINECORD","LINECORD_CZECHOSLOVAKIA","X"
"30ATCTO1WW","EPLINECORD","LINECORD_DENMARK","X"
"30ATCTO1WW","EPLINECORD","LINECORD_FINLAND","X"
"30ATCTO1WW","EPLINECORD","LINECORD_FRANCE","X"
"30ATCTO1WW","EPLINECORD","LINECORD_GERMAN","X"
"30ATCTO1WW","EPLINECORD","LINECORD_HK","X"
"30ATCTO1WW","EPLINECORD","LINECORD_HUNGARY","X"
"30ATCTO1WW","EPLINECORD","LINECORD_ID","X"
"30ATCTO1WW","EPLINECORD","LINECORD_INDIA","X"
"30ATCTO1WW","EPLINECORD","LINECORD_IRELAND","X"
"30ATCTO1WW","EPLINECORD","LINECORD_ISRAEL","X"
"30ATCTO1WW","EPLINECORD","LINECORD_ITALY","X"
"30ATCTO1WW","EPLINECORD","LINECORD_JAPANESE","X"
"30ATCTO1WW","EPLINECORD","LINECORD_KOREA","X"
"30ATCTO1WW","EPLINECORD","LINECORD_LA","X"
"30ATCTO1WW","EPLINECORD","LINECORD_MY","X"
"30ATCTO1WW","EPLINECORD","LINECORD_NETHERLANDS","X"
"30ATCTO1WW","EPLINECORD","LINECORD_NORDICS","X"
"30ATCTO1WW","EPLINECORD","LINECORD_NORWAY","X"
"30ATCTO1WW","EPLINECORD","LINECORD_POLAND","X"
"30ATCTO1WW","EPLINECORD","LINECORD_PORTUGAL","X"
"30ATCTO1WW","EPLINECORD","LINECORD_ROMANIA","X"
"30ATCTO1WW","EPLINECORD","LINECORD_SA","X"
"30ATCTO1WW","EPLINECORD","LINECORD_SPAIN","X"
"30ATCTO1WW","EPLINECORD","LINECORD_SWEDEN","X"
"30ATCTO1WW","EPLINECORD","LINECORD_SWITZERLAND","X"
"30ATCTO1WW","EPLINECORD","LINECORD_TAIWAN","X"
"30ATCTO1WW","EPLINECORD","LINECORD_UK","X"
"30ATCTO1WW","EPLINECORD","LINECORD_US","X"
"30ATCTO1WW","EPMEDIACARDREADER","29_IN_1 MEDIA CARD READER","X"
"30ATCTO1WW","EPMEDIACARDREADER","9_IN_1 MEDIA CARD READER","X"
"30ATCTO1WW","EPMEDIACARDREADER","MCR BLOCKER_NO INTEGRATED_MCR","X"
"30ATCTO1WW","EPMEMORY_SELECTION","16GB ECC 2133MHZ UDIMM","X"
"30ATCTO1WW","EPMEMORY_SELECTION","16GB NON_ECC 2133MHZ UDIMM","X"
"30ATCTO1WW","EPMEMORY_SELECTION","4GB NON_ECC 2133MHZ UDIMM","X"
"30ATCTO1WW","EPMEMORY_SELECTION","4GBECC1RX8 PC42133MHZ UDIMM","X"
"30ATCTO1WW","EPMEMORY_SELECTION","8GB ECC 2133MHZ UDIMM","X"
"30ATCTO1WW","EPMEMORY_SELECTION","8GB NON_ECC 2133MHZ UDIMM","X"
"30ATCTO1WW","EPMEMORY_SELECTION","NO_MEMORY SELECTED","X"
"30ATCTO1WW","EPMOUSE","3 BUTTON LASER MOUSE USB","X"
"30ATCTO1WW","EPMOUSE","3DCONNEXION_CADMOUSE","X"
"30ATCTO1WW","EPMOUSE","LENOVO OPT WHEEL MOUSE USB","X"
"30ATCTO1WW","EPMOUSE","NO MOUSE SELECTED","X"
"30ATCTO1WW","EPMOUSE","PS2 OPTICAL MOUSE","X"
"30ATCTO1WW","EPNORTON","NO NORTON INTERNET SECURITY","X"
"30ATCTO1WW","EPNORTON","NORTON_SECURITY_DELUXE_15M","X"
"30ATCTO1WW","EPNORTON","NORTON_SECURITY_DELUXE_36M","X"
"30ATCTO1WW","EPNORTON","NORTON_SECURITY_PREM_W_BU_15M","X"
"30ATCTO1WW","EPNORTON","NORTON_SECURITY_PREM_W_BU_36M","X"
"30ATCTO1WW","EPODD1","16X DVD ROM DOS","X"
"30ATCTO1WW","EPODD1","16X DVD ROM W10","X"
"30ATCTO1WW","EPODD1","16X DVD ROM WIN7","X"
"30ATCTO1WW","EPODD1","16X DVD RW DL W10","X"
"30ATCTO1WW","EPODD1","16X DVD RW DL WIN7","X"
"30ATCTO1WW","EPODD1","16X DVD_RW DL DOS","X"
"30ATCTO1WW","EPODD1","BLU RAY BUSENCRYPT W10","X"
"30ATCTO1WW","EPODD1","BLU_RAY W_BUSENCRYPT DOS","X"
"30ATCTO1WW","EPODD1","BLU_RAY W_BUSENCRYPT WIN 7","X"
"30ATCTO1WW","EPODD1","NO 1ST OPTICAL DRIVE SELECTED","X"
"30ATCTO1WW","EPODD2","16X DVD ROM DOS","X"
"30ATCTO1WW","EPODD2","16X DVD ROM WIN10","X"
"30ATCTO1WW","EPODD2","16X DVD ROM WIN7","X"
"30ATCTO1WW","EPODD2","16X DVD RW DL WIN10","X"
"30ATCTO1WW","EPODD2","16X DVD RW DL WIN7","X"
"30ATCTO1WW","EPODD2","16X DVD_RW DL DOS","X"
"30ATCTO1WW","EPODD2","BLU RAY BUSENCRYPT WIN10","X"
"30ATCTO1WW","EPODD2","BLU_RAY W_BUSENCRYPT DOS","X"
"30ATCTO1WW","EPODD2","BLU_RAY W_BUSENCRYPT WIN 7","X"
"30ATCTO1WW","EPODD2","NO 2ND OPTICAL DRIVE SELECTED","X"
