"MATERIAL","CHAR","CHARVALUE","ACTIVE"
"30ATCTO1WW","EPOFFICE","H_B_2016_AFOLB_EU+ACROB_DC","X"
"30ATCTO1WW","EPOFFICE","H_B_2016_AFOLB_NON-EU+ACROB_DC","X"
"30ATCTO1WW","EPOFFICE","MSOF2013H_B_PREMIUM_JAPAN","X"
"30ATCTO1WW","EPOFFICE","MSOF2013PERSONAL_PREMIUM_JAPAN","X"
"30ATCTO1WW","EPOFFICE","MSOF2016_H_B_PREMIUM_JAPAN","X"
"30ATCTO1WW","EPOFFICE","MSOF2016B_ADOBEACROBAT DC_EU","X"
"30ATCTO1WW","EPOFFICE","MSOF2016B_ADOBEACROBAT DC_HEB","X"
"30ATCTO1WW","EPOFFICE","MSOF2016B_ADOBEACROBATDC_NONEU","X"
"30ATCTO1WW","EPOFFICE","MSOF2016P_ADOBEACROBAT DC_EU","X"
"30ATCTO1WW","EPOFFICE","MSOF2016P_ADOBEACROBAT DC_HEB","X"
"30ATCTO1WW","EPOFFICE","MSOF2016P_ADOBEACROBATDC_NONEU","X"
"30ATCTO1WW","EPOFFICE","MSOF2016PERSONAL_PREMIUM_JAPAN","X"
"30ATCTO1WW","EPOFFICE","NO OFFICE SOFTWARE SELECTED","X"
"30ATCTO1WW","EPOFFICE","OFFICE 365 HOME_EM","X"
"30ATCTO1WW","EPOFFICE","OFFICE 365 HOME_HEBREW","X"
"30ATCTO1WW","EPOFFICE","OFFICE 365 HOME_MM","X"
"30ATCTO1WW","EPOFFICE","OFFICE 365 PERS_EM","X"
"30ATCTO1WW","EPOFFICE","OFFICE 365 PERS_HEBREW","X"
"30ATCTO1WW","EPOFFICE","OFFICE 365 PERS_MM","X"
"30ATCTO1WW","EPOFFICE","OFFICE H_B 2013 JAPANESE","X"
"30ATCTO1WW","EPOFFICE","OFFICE H_B 2016_EU","X"
"30ATCTO1WW","EPOFFICE","OFFICE H_B 2016_HEBREW","X"
"30ATCTO1WW","EPOFFICE","OFFICE H_B 2016_NONEU","X"
"30ATCTO1WW","EPOFFICE","OFFICE H_S 2016_EM","X"
"30ATCTO1WW","EPOFFICE","OFFICE H_S 2016_HEBREW","X"
"30ATCTO1WW","EPOFFICE","OFFICE H_S 2016_MM","X"
"30ATCTO1WW","EPOFFICE","OFFICE PERS 2013 JAPANESE","X"
"30ATCTO1WW","EPOFFICE","OFFICE PRO 2013 JAPANESE","X"
"30ATCTO1WW","EPOFFICE","OFFICE PRO 2016_EU","X"
"30ATCTO1WW","EPOFFICE","OFFICE PRO 2016_HEBREW","X"
"30ATCTO1WW","EPOFFICE","OFFICE PRO 2016_NONEU","X"
"30ATCTO1WW","EPOFFICE","OFFICE_365_HOME_AFOLB_DM","X"
"30ATCTO1WW","EPOFFICE","OFFICE_365_HOME_AFOLB_EM","X"
"30ATCTO1WW","EPOFFICE","OFFICE_365_PERSONAL_AFOLB_DM","X"
"30ATCTO1WW","EPOFFICE","OFFICE_365_PERSONAL_AFOLB_EM","X"
"30ATCTO1WW","EPOFFICE","OFFICE_H_B_2016_AFOLB_EU","X"
"30ATCTO1WW","EPOFFICE","OFFICE_H_B_2016_AFOLB_NON-EU","X"
"30ATCTO1WW","EPOFFICE","OFFICE_H_B_2016_JAPANESE","X"
"30ATCTO1WW","EPOFFICE","OFFICE_H_S_2016_AFOLB_DM","X"
"30ATCTO1WW","EPOFFICE","OFFICE_H_S_2016_AFOLB_EM","X"
"30ATCTO1WW","EPOFFICE","OFFICE_PERS_2016_JAPANESE","X"
"30ATCTO1WW","EPOFFICE","OFFICE_PRO_2016_AFOLB_EU","X"
"30ATCTO1WW","EPOFFICE","OFFICE_PRO_2016_AFOLB_NON-EU","X"
"30ATCTO1WW","EPOFFICE","OFFICE_PRO_2016_JAPANESE","X"
"30ATCTO1WW","EPOFFICE","OFFICE_PRO_PREMIUM_2016_JAPAN","X"
"30ATCTO1WW","EPOFFICE","PRO_2016_AFOLB_EU+ACROB_DC","X"
"30ATCTO1WW","EPOFFICE","PRO_2016_AFOLB_NON-EU+ACROB_DC","X"
"30ATCTO1WW","EPPARALLELPORT","NONE","X"
"30ATCTO1WW","EPPARALLELPORT","PARALLEL PORT_TW","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS1","1TB HYBRID HDD SATA 3.5","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS1","2TB HYBRID HDD SATA 3.5","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS1","3.5_1TB SATA HDD 7200RPM","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS1","3.5_2TB SATA HDD 7200RPM","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS1","3.5_3TB SATA HDD 7200RPM","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS1","3.5_4TB SATA HDD 7200RPM","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS1","3.5_500GB SATA HDD 7200RPM","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS1","3.5_6TB_SATA_HDD_7200_RPM","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS1","NONE","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS10","NONE","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS2","MCAFEE_INTERNET_SECURITY_15M","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS2","MCAFEE_INTERNET_SECURITY_36M","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS2","MCAFEE_LIVESAFE_15M","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS2","MCAFEE_LIVESAFE_36M","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS2","NONE","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS3","NONE","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS3","WIN7_READY_TO_PROVISION","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS4","NONE","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS5","NONE","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS6","NONE","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS7","NONE","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS8","NONE","X"
"30ATCTO1WW","EPPARIS_HAVANAOTHERS9","NONE","X"
"30ATCTO1WW","EPPLATFORM","TW MECH 250W 85P C236 P310","X"
"30ATCTO1WW","EPPLATFORM","TW MECH 400W 92P C236 P310","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10 H64_SEAP_SL EM_ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10 H64_SL EM_PORTUGUESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_ARABIC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_CZECH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_EM_CHN_SC","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_FRENCH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_GERMAN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_GREEK_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_HEBREW_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_HUNGARIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_JAPANESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_KOREAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_ML_EMEA_WE","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_ML_NORDICS","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_POLISH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_PORT_BR","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_PORTUGUESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_ROMANIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_RUSSIAN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_SERBIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_SL_CR_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_SLOVAKIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_SPANISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_TC_EN_HK","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_TC_EN_TW","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P DG W7P64_TURKISH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_W10P_DG_W7P64_HK_TC_SC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_ARABIC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_CZECH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_EM_CHN_SC","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_FRENCH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_GERMAN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_GREEK_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_HEBREW_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_HUNGARIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_JAPANESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_KOREAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_ML_EMEA_WE","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_ML_NORDICS","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_POLISH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_PORTUGUESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_ROMANIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_SL EM_ARABIC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_SL EM_ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_SL EM_FRENCH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_SL EM_PORT_BR","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_SL EM_RUSSIAN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_SL EM_SERBIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_SL EM_SPANISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_SL EM_TURKISH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_SL_CR_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_SLOVAKIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_SPANISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_TC_EN_HK","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 H64_TC_EN_TW","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_ARABIC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_CZECH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_FRENCH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_GERMAN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_GREEK_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_HEBREW_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_HUNGARIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_JAPANESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_KOREAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_ML_EMEA_WE","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_ML_NORDICS","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_POLISH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_PORT_BR","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_PORTUGUESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_ROMANIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_RUSSIAN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_SERBIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_SIMPLIFIED_CN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_SL_CR_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_SLOVAKIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_SPANISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_TC_EN_HK","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_TC_EN_TW","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10 PRO64_TURKISH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10_H64_HK_TC_SC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN10_PRO64_HK_TC_SC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64 ARABIC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64 EM LA ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64 EM TURKISH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64 EM_ARABIC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64 EM_EMEA ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64 EM_EMEA FRENCH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64 EM_LA SPANISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64 EM_PORT_BR","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64 EM_SEA EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64 EMEA","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64 INDIAN ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_CR_SL_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_CZECH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_EM_POR_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_FRENCH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_GERMAN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_GREEK_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_HEBREW_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_HUNGARIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_JAPANESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_KOREAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_NORDICS","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_POLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_PORTUGUESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_ROMANIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_RUSSIAN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_SERBIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_SIMPLIFIED_CN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_SLOVAKIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_SPANISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_TC_EN_HK","X"
"30ATCTO1WW","EPPRELOAD_LANG","CI_WIN7 PRO 64_TC_EN_TW","X"
"30ATCTO1WW","EPPRELOAD_LANG","NO_OPERATING_SYSTEM","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10 H64_SEAP_SL EM_ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_ARABIC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_CZECH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_EM_CHN_SC","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_FRENCH","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_GERMAN","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_GREEK_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_HEBREW_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_HUNGARIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_JAPANESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_KOREAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_ML_EMEA_WE","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_ML_NORDICS","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_POLISH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_PORT_BR","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_PORTUGUESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_ROMANIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_RUSSIAN","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_SERBIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_SL_CR_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_SLOVAKIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_SPANISH",""
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_TC_EN_HK","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_TC_EN_TW","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P DG W7P64_TURKISH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","W10P_DG_W7P64_HK_TC_SC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64 ARABIC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64 EM LA ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64 EM TURKISH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64 EM_ARABIC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64 EM_EMEA ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64 EM_EMEA FRENCH","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64 EM_LA SPANISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64 EM_PORT_BR","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64 EM_SEA EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64 INDIAN ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_CZECH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_FRENCH","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_GERMAN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_GREEK_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_HEBREW_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_HUNGARIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_JAPANESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_KOREAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_NORDICS","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_POLISH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_PORTUGUESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_ROMANIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_RUSSIAN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_SERBIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_SIMPLIFIED_CN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_SLOVAKIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_SPANISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_TC_EN_HK","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO 64_TC_EN_TW","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN 7 PRO64 EMEA","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_ARABIC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_CZECH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_EM_CHN_SC","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_FRENCH","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_GERMAN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_GREEK_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_HEBREW_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_HUNGARIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_JAPANESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_KOREAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_ML_EMEA_WE","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_ML_NORDICS","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_POLISH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_PORTUGUESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_ROMANIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_SL EM_ARABIC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_SL EM_ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_SL EM_FRENCH","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_SL EM_PORT_BR","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_SL EM_PORTUGUESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_SL EM_RUSSIAN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_SL EM_SERBIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_SL EM_SPANISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_SL EM_TURKISH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_SL_CR_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_SLOVAKIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_SPANISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_TC_EN_HK","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 H64_TC_EN_TW","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_ARABIC_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_CZECH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_ENGLISH","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_FRENCH","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_GERMAN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_GREEK_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_HEBREW_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_HUNGARIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_JAPANESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_KOREAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_ML_EMEA_WE","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_ML_NORDICS","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_POLISH_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_PORT_BR","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_PORTUGUESE_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_ROMANIAN_EN","X"
"30ATCTO1WW","EPPRELOAD_LANG","WIN10 PRO64_RUSSIAN","X"
