"MATERIAL","CHAR","CHARVALUE"
"70SQCTO1WW","ISEQTY_HDD1_35","5"
"70SQCTO1WW","ISEQTY_HDD1_35","50"
"70SQCTO1WW","ISEQTY_HDD1_35","51"
"70SQCTO1WW","ISEQTY_HDD1_35","52"
"70SQCTO1WW","ISEQTY_HDD1_35","53"
"70SQCTO1WW","ISEQTY_HDD1_35","54"
"70SQCTO1WW","ISEQTY_HDD1_35","55"
"70SQCTO1WW","ISEQTY_HDD1_35","56"
"70SQCTO1WW","ISEQTY_HDD1_35","57"
"70SQCTO1WW","ISEQTY_HDD1_35","58"
"70SQCTO1WW","ISEQTY_HDD1_35","59"
"70SQCTO1WW","ISEQTY_HDD1_35","6"
"70SQCTO1WW","ISEQTY_HDD1_35","60"
"70SQCTO1WW","ISEQTY_HDD1_35","61"
"70SQCTO1WW","ISEQTY_HDD1_35","62"
"70SQCTO1WW","ISEQTY_HDD1_35","63"
"70SQCTO1WW","ISEQTY_HDD1_35","64"
"70SQCTO1WW","ISEQTY_HDD1_35","65"
"70SQCTO1WW","ISEQTY_HDD1_35","66"
"70SQCTO1WW","ISEQTY_HDD1_35","67"
"70SQCTO1WW","ISEQTY_HDD1_35","68"
"70SQCTO1WW","ISEQTY_HDD1_35","69"
"70SQCTO1WW","ISEQTY_HDD1_35","7"
"70SQCTO1WW","ISEQTY_HDD1_35","70"
"70SQCTO1WW","ISEQTY_HDD1_35","71"
"70SQCTO1WW","ISEQTY_HDD1_35","72"
"70SQCTO1WW","ISEQTY_HDD1_35","73"
"70SQCTO1WW","ISEQTY_HDD1_35","74"
"70SQCTO1WW","ISEQTY_HDD1_35","75"
"70SQCTO1WW","ISEQTY_HDD1_35","76"
"70SQCTO1WW","ISEQTY_HDD1_35","77"
"70SQCTO1WW","ISEQTY_HDD1_35","78"
"70SQCTO1WW","ISEQTY_HDD1_35","79"
"70SQCTO1WW","ISEQTY_HDD1_35","8"
"70SQCTO1WW","ISEQTY_HDD1_35","80"
"70SQCTO1WW","ISEQTY_HDD1_35","81"
"70SQCTO1WW","ISEQTY_HDD1_35","82"
"70SQCTO1WW","ISEQTY_HDD1_35","83"
"70SQCTO1WW","ISEQTY_HDD1_35","84"
"70SQCTO1WW","ISEQTY_HDD1_35","85"
"70SQCTO1WW","ISEQTY_HDD1_35","86"
"70SQCTO1WW","ISEQTY_HDD1_35","87"
"70SQCTO1WW","ISEQTY_HDD1_35","88"
"70SQCTO1WW","ISEQTY_HDD1_35","89"
"70SQCTO1WW","ISEQTY_HDD1_35","9"
"70SQCTO1WW","ISEQTY_HDD1_35","90"
"70SQCTO1WW","ISEQTY_HDD1_35","91"
"70SQCTO1WW","ISEQTY_HDD1_35","92"
"70SQCTO1WW","ISEQTY_HDD1_35","93"
"70SQCTO1WW","ISEQTY_HDD1_35","94"
"70SQCTO1WW","ISEQTY_HDD1_35","95"
"70SQCTO1WW","ISEQTY_HDD1_35","96"
"70SQCTO1WW","ISEQTY_HDD1_35","97"
"70SQCTO1WW","ISEQTY_HDD1_35","98"
"70SQCTO1WW","ISEQTY_HDD1_35","99"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","0"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","1"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","10"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","11"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","12"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","13"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","14"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","15"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","16"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","17"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","18"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","19"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","2"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","20"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","21"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","22"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","23"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","24"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","25"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","26"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","27"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","28"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","29"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","3"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","30"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","31"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","32"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","4"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","5"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","6"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","7"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","8"
"70SQCTO1WW","ISEQTY_HDD1_PCIE","9"
"70SQCTO1WW","ISEQTY_HDD1_SAS","0"
"70SQCTO1WW","ISEQTY_HDD1_SAS","1"
"70SQCTO1WW","ISEQTY_HDD1_SAS","10"
"70SQCTO1WW","ISEQTY_HDD1_SAS","11"
"70SQCTO1WW","ISEQTY_HDD1_SAS","12"
"70SQCTO1WW","ISEQTY_HDD1_SAS","13"
"70SQCTO1WW","ISEQTY_HDD1_SAS","14"
"70SQCTO1WW","ISEQTY_HDD1_SAS","15"
"70SQCTO1WW","ISEQTY_HDD1_SAS","16"
"70SQCTO1WW","ISEQTY_HDD1_SAS","17"
"70SQCTO1WW","ISEQTY_HDD1_SAS","18"
"70SQCTO1WW","ISEQTY_HDD1_SAS","19"
"70SQCTO1WW","ISEQTY_HDD1_SAS","2"
"70SQCTO1WW","ISEQTY_HDD1_SAS","20"
"70SQCTO1WW","ISEQTY_HDD1_SAS","21"
"70SQCTO1WW","ISEQTY_HDD1_SAS","22"
"70SQCTO1WW","ISEQTY_HDD1_SAS","23"
"70SQCTO1WW","ISEQTY_HDD1_SAS","24"
"70SQCTO1WW","ISEQTY_HDD1_SAS","25"
"70SQCTO1WW","ISEQTY_HDD1_SAS","26"
"70SQCTO1WW","ISEQTY_HDD1_SAS","27"
"70SQCTO1WW","ISEQTY_HDD1_SAS","28"
"70SQCTO1WW","ISEQTY_HDD1_SAS","29"
"70SQCTO1WW","ISEQTY_HDD1_SAS","3"
"70SQCTO1WW","ISEQTY_HDD1_SAS","30"
"70SQCTO1WW","ISEQTY_HDD1_SAS","31"
"70SQCTO1WW","ISEQTY_HDD1_SAS","32"
"70SQCTO1WW","ISEQTY_HDD1_SAS","4"
"70SQCTO1WW","ISEQTY_HDD1_SAS","5"
"70SQCTO1WW","ISEQTY_HDD1_SAS","6"
"70SQCTO1WW","ISEQTY_HDD1_SAS","7"
"70SQCTO1WW","ISEQTY_HDD1_SAS","8"
"70SQCTO1WW","ISEQTY_HDD1_SAS","9"
"70SQCTO1WW","ISEQTY_HDD1_SATA","0"
"70SQCTO1WW","ISEQTY_HDD1_SATA","1"
"70SQCTO1WW","ISEQTY_HDD1_SATA","10"
"70SQCTO1WW","ISEQTY_HDD1_SATA","11"
"70SQCTO1WW","ISEQTY_HDD1_SATA","12"
"70SQCTO1WW","ISEQTY_HDD1_SATA","13"
"70SQCTO1WW","ISEQTY_HDD1_SATA","14"
"70SQCTO1WW","ISEQTY_HDD1_SATA","15"
"70SQCTO1WW","ISEQTY_HDD1_SATA","16"
"70SQCTO1WW","ISEQTY_HDD1_SATA","17"
"70SQCTO1WW","ISEQTY_HDD1_SATA","18"
"70SQCTO1WW","ISEQTY_HDD1_SATA","19"
"70SQCTO1WW","ISEQTY_HDD1_SATA","2"
"70SQCTO1WW","ISEQTY_HDD1_SATA","20"
"70SQCTO1WW","ISEQTY_HDD1_SATA","21"
"70SQCTO1WW","ISEQTY_HDD1_SATA","22"
"70SQCTO1WW","ISEQTY_HDD1_SATA","23"
"70SQCTO1WW","ISEQTY_HDD1_SATA","24"
"70SQCTO1WW","ISEQTY_HDD1_SATA","25"
"70SQCTO1WW","ISEQTY_HDD1_SATA","26"
"70SQCTO1WW","ISEQTY_HDD1_SATA","27"
"70SQCTO1WW","ISEQTY_HDD1_SATA","28"
"70SQCTO1WW","ISEQTY_HDD1_SATA","29"
"70SQCTO1WW","ISEQTY_HDD1_SATA","3"
"70SQCTO1WW","ISEQTY_HDD1_SATA","30"
"70SQCTO1WW","ISEQTY_HDD1_SATA","31"
"70SQCTO1WW","ISEQTY_HDD1_SATA","32"
"70SQCTO1WW","ISEQTY_HDD1_SATA","4"
"70SQCTO1WW","ISEQTY_HDD1_SATA","5"
"70SQCTO1WW","ISEQTY_HDD1_SATA","6"
"70SQCTO1WW","ISEQTY_HDD1_SATA","7"
"70SQCTO1WW","ISEQTY_HDD1_SATA","8"
"70SQCTO1WW","ISEQTY_HDD1_SATA","9"
"70SQCTO1WW","ISEQTY_HDD2_25","0"
"70SQCTO1WW","ISEQTY_HDD2_25","1"
"70SQCTO1WW","ISEQTY_HDD2_25","10"
"70SQCTO1WW","ISEQTY_HDD2_25","100"
"70SQCTO1WW","ISEQTY_HDD2_25","101"
"70SQCTO1WW","ISEQTY_HDD2_25","102"
"70SQCTO1WW","ISEQTY_HDD2_25","103"
"70SQCTO1WW","ISEQTY_HDD2_25","104"
"70SQCTO1WW","ISEQTY_HDD2_25","105"
"70SQCTO1WW","ISEQTY_HDD2_25","106"
"70SQCTO1WW","ISEQTY_HDD2_25","107"
"70SQCTO1WW","ISEQTY_HDD2_25","108"
"70SQCTO1WW","ISEQTY_HDD2_25","109"
"70SQCTO1WW","ISEQTY_HDD2_25","11"
"70SQCTO1WW","ISEQTY_HDD2_25","110"
"70SQCTO1WW","ISEQTY_HDD2_25","111"
"70SQCTO1WW","ISEQTY_HDD2_25","112"
"70SQCTO1WW","ISEQTY_HDD2_25","113"
"70SQCTO1WW","ISEQTY_HDD2_25","114"
"70SQCTO1WW","ISEQTY_HDD2_25","115"
"70SQCTO1WW","ISEQTY_HDD2_25","116"
"70SQCTO1WW","ISEQTY_HDD2_25","117"
"70SQCTO1WW","ISEQTY_HDD2_25","118"
"70SQCTO1WW","ISEQTY_HDD2_25","119"
"70SQCTO1WW","ISEQTY_HDD2_25","12"
"70SQCTO1WW","ISEQTY_HDD2_25","120"
"70SQCTO1WW","ISEQTY_HDD2_25","121"
"70SQCTO1WW","ISEQTY_HDD2_25","122"
"70SQCTO1WW","ISEQTY_HDD2_25","123"
"70SQCTO1WW","ISEQTY_HDD2_25","124"
"70SQCTO1WW","ISEQTY_HDD2_25","125"
"70SQCTO1WW","ISEQTY_HDD2_25","13"
"70SQCTO1WW","ISEQTY_HDD2_25","14"
"70SQCTO1WW","ISEQTY_HDD2_25","15"
"70SQCTO1WW","ISEQTY_HDD2_25","16"
"70SQCTO1WW","ISEQTY_HDD2_25","17"
"70SQCTO1WW","ISEQTY_HDD2_25","18"
"70SQCTO1WW","ISEQTY_HDD2_25","19"
"70SQCTO1WW","ISEQTY_HDD2_25","2"
"70SQCTO1WW","ISEQTY_HDD2_25","20"
"70SQCTO1WW","ISEQTY_HDD2_25","21"
"70SQCTO1WW","ISEQTY_HDD2_25","22"
"70SQCTO1WW","ISEQTY_HDD2_25","23"
"70SQCTO1WW","ISEQTY_HDD2_25","24"
"70SQCTO1WW","ISEQTY_HDD2_25","25"
"70SQCTO1WW","ISEQTY_HDD2_25","26"
"70SQCTO1WW","ISEQTY_HDD2_25","27"
"70SQCTO1WW","ISEQTY_HDD2_25","28"
"70SQCTO1WW","ISEQTY_HDD2_25","29"
"70SQCTO1WW","ISEQTY_HDD2_25","3"
"70SQCTO1WW","ISEQTY_HDD2_25","30"
"70SQCTO1WW","ISEQTY_HDD2_25","31"
"70SQCTO1WW","ISEQTY_HDD2_25","32"
"70SQCTO1WW","ISEQTY_HDD2_25","33"
"70SQCTO1WW","ISEQTY_HDD2_25","34"
"70SQCTO1WW","ISEQTY_HDD2_25","35"
"70SQCTO1WW","ISEQTY_HDD2_25","36"
"70SQCTO1WW","ISEQTY_HDD2_25","37"
"70SQCTO1WW","ISEQTY_HDD2_25","38"
"70SQCTO1WW","ISEQTY_HDD2_25","39"
"70SQCTO1WW","ISEQTY_HDD2_25","4"
"70SQCTO1WW","ISEQTY_HDD2_25","40"
"70SQCTO1WW","ISEQTY_HDD2_25","41"
"70SQCTO1WW","ISEQTY_HDD2_25","42"
"70SQCTO1WW","ISEQTY_HDD2_25","43"
"70SQCTO1WW","ISEQTY_HDD2_25","44"
"70SQCTO1WW","ISEQTY_HDD2_25","45"
"70SQCTO1WW","ISEQTY_HDD2_25","46"
"70SQCTO1WW","ISEQTY_HDD2_25","47"
"70SQCTO1WW","ISEQTY_HDD2_25","48"
"70SQCTO1WW","ISEQTY_HDD2_25","49"
"70SQCTO1WW","ISEQTY_HDD2_25","5"
"70SQCTO1WW","ISEQTY_HDD2_25","50"
"70SQCTO1WW","ISEQTY_HDD2_25","51"
"70SQCTO1WW","ISEQTY_HDD2_25","52"
"70SQCTO1WW","ISEQTY_HDD2_25","53"
"70SQCTO1WW","ISEQTY_HDD2_25","54"
"70SQCTO1WW","ISEQTY_HDD2_25","55"
"70SQCTO1WW","ISEQTY_HDD2_25","56"
"70SQCTO1WW","ISEQTY_HDD2_25","57"
"70SQCTO1WW","ISEQTY_HDD2_25","58"
"70SQCTO1WW","ISEQTY_HDD2_25","59"
"70SQCTO1WW","ISEQTY_HDD2_25","6"
"70SQCTO1WW","ISEQTY_HDD2_25","60"
"70SQCTO1WW","ISEQTY_HDD2_25","61"
"70SQCTO1WW","ISEQTY_HDD2_25","62"
"70SQCTO1WW","ISEQTY_HDD2_25","63"
"70SQCTO1WW","ISEQTY_HDD2_25","64"
"70SQCTO1WW","ISEQTY_HDD2_25","65"
"70SQCTO1WW","ISEQTY_HDD2_25","66"
"70SQCTO1WW","ISEQTY_HDD2_25","67"
"70SQCTO1WW","ISEQTY_HDD2_25","68"
"70SQCTO1WW","ISEQTY_HDD2_25","69"
"70SQCTO1WW","ISEQTY_HDD2_25","7"
"70SQCTO1WW","ISEQTY_HDD2_25","70"
"70SQCTO1WW","ISEQTY_HDD2_25","71"
"70SQCTO1WW","ISEQTY_HDD2_25","72"
"70SQCTO1WW","ISEQTY_HDD2_25","73"
"70SQCTO1WW","ISEQTY_HDD2_25","74"
"70SQCTO1WW","ISEQTY_HDD2_25","75"
"70SQCTO1WW","ISEQTY_HDD2_25","76"
"70SQCTO1WW","ISEQTY_HDD2_25","77"
"70SQCTO1WW","ISEQTY_HDD2_25","78"
"70SQCTO1WW","ISEQTY_HDD2_25","79"
"70SQCTO1WW","ISEQTY_HDD2_25","8"
"70SQCTO1WW","ISEQTY_HDD2_25","80"
"70SQCTO1WW","ISEQTY_HDD2_25","81"
"70SQCTO1WW","ISEQTY_HDD2_25","82"
"70SQCTO1WW","ISEQTY_HDD2_25","83"
"70SQCTO1WW","ISEQTY_HDD2_25","84"
"70SQCTO1WW","ISEQTY_HDD2_25","85"
"70SQCTO1WW","ISEQTY_HDD2_25","86"
"70SQCTO1WW","ISEQTY_HDD2_25","87"
"70SQCTO1WW","ISEQTY_HDD2_25","88"
"70SQCTO1WW","ISEQTY_HDD2_25","89"
"70SQCTO1WW","ISEQTY_HDD2_25","9"
"70SQCTO1WW","ISEQTY_HDD2_25","90"
"70SQCTO1WW","ISEQTY_HDD2_25","91"
"70SQCTO1WW","ISEQTY_HDD2_25","92"
"70SQCTO1WW","ISEQTY_HDD2_25","93"
"70SQCTO1WW","ISEQTY_HDD2_25","94"
"70SQCTO1WW","ISEQTY_HDD2_25","95"
"70SQCTO1WW","ISEQTY_HDD2_25","96"
"70SQCTO1WW","ISEQTY_HDD2_25","97"
"70SQCTO1WW","ISEQTY_HDD2_25","98"
"70SQCTO1WW","ISEQTY_HDD2_25","99"
"70SQCTO1WW","ISEQTY_HDD2_35","0"
"70SQCTO1WW","ISEQTY_HDD2_35","1"
"70SQCTO1WW","ISEQTY_HDD2_35","10"
"70SQCTO1WW","ISEQTY_HDD2_35","100"
"70SQCTO1WW","ISEQTY_HDD2_35","101"
"70SQCTO1WW","ISEQTY_HDD2_35","102"
"70SQCTO1WW","ISEQTY_HDD2_35","103"
"70SQCTO1WW","ISEQTY_HDD2_35","104"
"70SQCTO1WW","ISEQTY_HDD2_35","105"
"70SQCTO1WW","ISEQTY_HDD2_35","106"
"70SQCTO1WW","ISEQTY_HDD2_35","107"
"70SQCTO1WW","ISEQTY_HDD2_35","108"
"70SQCTO1WW","ISEQTY_HDD2_35","109"
"70SQCTO1WW","ISEQTY_HDD2_35","11"
"70SQCTO1WW","ISEQTY_HDD2_35","110"
"70SQCTO1WW","ISEQTY_HDD2_35","111"
"70SQCTO1WW","ISEQTY_HDD2_35","112"
"70SQCTO1WW","ISEQTY_HDD2_35","113"
"70SQCTO1WW","ISEQTY_HDD2_35","114"
"70SQCTO1WW","ISEQTY_HDD2_35","115"
"70SQCTO1WW","ISEQTY_HDD2_35","116"
"70SQCTO1WW","ISEQTY_HDD2_35","117"
"70SQCTO1WW","ISEQTY_HDD2_35","118"
"70SQCTO1WW","ISEQTY_HDD2_35","119"
"70SQCTO1WW","ISEQTY_HDD2_35","12"
"70SQCTO1WW","ISEQTY_HDD2_35","120"
"70SQCTO1WW","ISEQTY_HDD2_35","121"
"70SQCTO1WW","ISEQTY_HDD2_35","122"
"70SQCTO1WW","ISEQTY_HDD2_35","123"
"70SQCTO1WW","ISEQTY_HDD2_35","124"
"70SQCTO1WW","ISEQTY_HDD2_35","125"
"70SQCTO1WW","ISEQTY_HDD2_35","13"
"70SQCTO1WW","ISEQTY_HDD2_35","14"
"70SQCTO1WW","ISEQTY_HDD2_35","15"
"70SQCTO1WW","ISEQTY_HDD2_35","16"
"70SQCTO1WW","ISEQTY_HDD2_35","17"
"70SQCTO1WW","ISEQTY_HDD2_35","18"
"70SQCTO1WW","ISEQTY_HDD2_35","19"
"70SQCTO1WW","ISEQTY_HDD2_35","2"
"70SQCTO1WW","ISEQTY_HDD2_35","20"
"70SQCTO1WW","ISEQTY_HDD2_35","21"
"70SQCTO1WW","ISEQTY_HDD2_35","22"
"70SQCTO1WW","ISEQTY_HDD2_35","23"
"70SQCTO1WW","ISEQTY_HDD2_35","24"
"70SQCTO1WW","ISEQTY_HDD2_35","25"
"70SQCTO1WW","ISEQTY_HDD2_35","26"
"70SQCTO1WW","ISEQTY_HDD2_35","27"
"70SQCTO1WW","ISEQTY_HDD2_35","28"
"70SQCTO1WW","ISEQTY_HDD2_35","29"
"70SQCTO1WW","ISEQTY_HDD2_35","3"
"70SQCTO1WW","ISEQTY_HDD2_35","30"
"70SQCTO1WW","ISEQTY_HDD2_35","31"
"70SQCTO1WW","ISEQTY_HDD2_35","32"
"70SQCTO1WW","ISEQTY_HDD2_35","33"
"70SQCTO1WW","ISEQTY_HDD2_35","34"
"70SQCTO1WW","ISEQTY_HDD2_35","35"
"70SQCTO1WW","ISEQTY_HDD2_35","36"
"70SQCTO1WW","ISEQTY_HDD2_35","37"
"70SQCTO1WW","ISEQTY_HDD2_35","38"
"70SQCTO1WW","ISEQTY_HDD2_35","39"
"70SQCTO1WW","ISEQTY_HDD2_35","4"
"70SQCTO1WW","ISEQTY_HDD2_35","40"
"70SQCTO1WW","ISEQTY_HDD2_35","41"
"70SQCTO1WW","ISEQTY_HDD2_35","42"
"70SQCTO1WW","ISEQTY_HDD2_35","43"
"70SQCTO1WW","ISEQTY_HDD2_35","44"
"70SQCTO1WW","ISEQTY_HDD2_35","45"
"70SQCTO1WW","ISEQTY_HDD2_35","46"
"70SQCTO1WW","ISEQTY_HDD2_35","47"
"70SQCTO1WW","ISEQTY_HDD2_35","48"
"70SQCTO1WW","ISEQTY_HDD2_35","49"
"70SQCTO1WW","ISEQTY_HDD2_35","5"
"70SQCTO1WW","ISEQTY_HDD2_35","50"
"70SQCTO1WW","ISEQTY_HDD2_35","51"
"70SQCTO1WW","ISEQTY_HDD2_35","52"
"70SQCTO1WW","ISEQTY_HDD2_35","53"
"70SQCTO1WW","ISEQTY_HDD2_35","54"
"70SQCTO1WW","ISEQTY_HDD2_35","55"
"70SQCTO1WW","ISEQTY_HDD2_35","56"
"70SQCTO1WW","ISEQTY_HDD2_35","57"
"70SQCTO1WW","ISEQTY_HDD2_35","58"
"70SQCTO1WW","ISEQTY_HDD2_35","59"
"70SQCTO1WW","ISEQTY_HDD2_35","6"
"70SQCTO1WW","ISEQTY_HDD2_35","60"
"70SQCTO1WW","ISEQTY_HDD2_35","61"
"70SQCTO1WW","ISEQTY_HDD2_35","62"
"70SQCTO1WW","ISEQTY_HDD2_35","63"
"70SQCTO1WW","ISEQTY_HDD2_35","64"
"70SQCTO1WW","ISEQTY_HDD2_35","65"
"70SQCTO1WW","ISEQTY_HDD2_35","66"
"70SQCTO1WW","ISEQTY_HDD2_35","67"
"70SQCTO1WW","ISEQTY_HDD2_35","68"
"70SQCTO1WW","ISEQTY_HDD2_35","69"
"70SQCTO1WW","ISEQTY_HDD2_35","7"
"70SQCTO1WW","ISEQTY_HDD2_35","70"
"70SQCTO1WW","ISEQTY_HDD2_35","71"
"70SQCTO1WW","ISEQTY_HDD2_35","72"
"70SQCTO1WW","ISEQTY_HDD2_35","73"
"70SQCTO1WW","ISEQTY_HDD2_35","74"
"70SQCTO1WW","ISEQTY_HDD2_35","75"
"70SQCTO1WW","ISEQTY_HDD2_35","76"
"70SQCTO1WW","ISEQTY_HDD2_35","77"
"70SQCTO1WW","ISEQTY_HDD2_35","78"
"70SQCTO1WW","ISEQTY_HDD2_35","79"
"70SQCTO1WW","ISEQTY_HDD2_35","8"
"70SQCTO1WW","ISEQTY_HDD2_35","80"
"70SQCTO1WW","ISEQTY_HDD2_35","81"
"70SQCTO1WW","ISEQTY_HDD2_35","82"
"70SQCTO1WW","ISEQTY_HDD2_35","83"
"70SQCTO1WW","ISEQTY_HDD2_35","84"
"70SQCTO1WW","ISEQTY_HDD2_35","85"
"70SQCTO1WW","ISEQTY_HDD2_35","86"
"70SQCTO1WW","ISEQTY_HDD2_35","87"
"70SQCTO1WW","ISEQTY_HDD2_35","88"
"70SQCTO1WW","ISEQTY_HDD2_35","89"
"70SQCTO1WW","ISEQTY_HDD2_35","9"
"70SQCTO1WW","ISEQTY_HDD2_35","90"
"70SQCTO1WW","ISEQTY_HDD2_35","91"
"70SQCTO1WW","ISEQTY_HDD2_35","92"
"70SQCTO1WW","ISEQTY_HDD2_35","93"
"70SQCTO1WW","ISEQTY_HDD2_35","94"
"70SQCTO1WW","ISEQTY_HDD2_35","95"
"70SQCTO1WW","ISEQTY_HDD2_35","96"
"70SQCTO1WW","ISEQTY_HDD2_35","97"
"70SQCTO1WW","ISEQTY_HDD2_35","98"
"70SQCTO1WW","ISEQTY_HDD2_35","99"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","0"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","1"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","10"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","11"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","12"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","13"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","14"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","15"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","16"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","17"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","18"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","19"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","2"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","20"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","21"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","22"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","23"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","24"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","25"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","26"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","27"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","28"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","29"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","3"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","30"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","31"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","32"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","4"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","5"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","6"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","7"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","8"
"70SQCTO1WW","ISEQTY_HDD2_PCIE","9"
"70SQCTO1WW","ISEQTY_HDD2_SAS","0"
"70SQCTO1WW","ISEQTY_HDD2_SAS","1"
"70SQCTO1WW","ISEQTY_HDD2_SAS","10"
"70SQCTO1WW","ISEQTY_HDD2_SAS","11"
"70SQCTO1WW","ISEQTY_HDD2_SAS","12"
"70SQCTO1WW","ISEQTY_HDD2_SAS","13"
"70SQCTO1WW","ISEQTY_HDD2_SAS","14"
"70SQCTO1WW","ISEQTY_HDD2_SAS","15"
"70SQCTO1WW","ISEQTY_HDD2_SAS","16"
"70SQCTO1WW","ISEQTY_HDD2_SAS","17"
"70SQCTO1WW","ISEQTY_HDD2_SAS","18"
"70SQCTO1WW","ISEQTY_HDD2_SAS","19"
"70SQCTO1WW","ISEQTY_HDD2_SAS","2"
"70SQCTO1WW","ISEQTY_HDD2_SAS","20"
"70SQCTO1WW","ISEQTY_HDD2_SAS","21"
"70SQCTO1WW","ISEQTY_HDD2_SAS","22"
"70SQCTO1WW","ISEQTY_HDD2_SAS","23"
"70SQCTO1WW","ISEQTY_HDD2_SAS","24"
"70SQCTO1WW","ISEQTY_HDD2_SAS","25"
"70SQCTO1WW","ISEQTY_HDD2_SAS","26"
"70SQCTO1WW","ISEQTY_HDD2_SAS","27"
"70SQCTO1WW","ISEQTY_HDD2_SAS","28"
"70SQCTO1WW","ISEQTY_HDD2_SAS","29"
"70SQCTO1WW","ISEQTY_HDD2_SAS","3"
"70SQCTO1WW","ISEQTY_HDD2_SAS","30"
"70SQCTO1WW","ISEQTY_HDD2_SAS","31"
"70SQCTO1WW","ISEQTY_HDD2_SAS","32"
"70SQCTO1WW","ISEQTY_HDD2_SAS","4"
"70SQCTO1WW","ISEQTY_HDD2_SAS","5"
"70SQCTO1WW","ISEQTY_HDD2_SAS","6"
"70SQCTO1WW","ISEQTY_HDD2_SAS","7"
"70SQCTO1WW","ISEQTY_HDD2_SAS","8"
"70SQCTO1WW","ISEQTY_HDD2_SAS","9"
"70SQCTO1WW","ISEQTY_HDD2_SATA","0"
"70SQCTO1WW","ISEQTY_HDD2_SATA","1"
"70SQCTO1WW","ISEQTY_HDD2_SATA","10"
"70SQCTO1WW","ISEQTY_HDD2_SATA","11"
"70SQCTO1WW","ISEQTY_HDD2_SATA","12"
"70SQCTO1WW","ISEQTY_HDD2_SATA","13"
"70SQCTO1WW","ISEQTY_HDD2_SATA","14"
"70SQCTO1WW","ISEQTY_HDD2_SATA","15"
"70SQCTO1WW","ISEQTY_HDD2_SATA","16"
"70SQCTO1WW","ISEQTY_HDD2_SATA","17"
"70SQCTO1WW","ISEQTY_HDD2_SATA","18"
"70SQCTO1WW","ISEQTY_HDD2_SATA","19"
