"CHAR","CHARVALUE","LANGUAGE","DESC"
"ISEHDD_TYPE_SELECTION_7","HS_400G_SAS12.0GS_SSD_3.5","E","HS_400G_SAS12.0G/s_SSD_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_400G_SAS12_SSD_2.5_W3.5_V2","E","HS_400G_SAS12_SSD_2.5_w/3.5_V2"
"ISEHDD_TYPE_SELECTION_7","HS_450G_SAS12.0GS_15K_2.5","E","HS_450G_SAS12.0G/s_15k_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_450G_SAS12G_15K_W3.5","E","HS_450G_SAS12G_15k_2.5_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_450G_SAS6.0GS_15000R_2.5","E","HS_450G_SAS6.0G/s_15000r_2.5"""
"ISEHDD_TYPE_SELECTION_7","HS_480G_ENTRY_SATA_SSD_2.5","E","HS_480G_Entry_SATA_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_480G_ENTRY_SATA_SSD_3.5","E","HS_480G_Entry_SATA_SSD_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_480G_PM863_SATA6_SSD_W_3.5","E","HS_480G_PM863_SATA6_SSD_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_480G_PM863_SATA6GS_SSD_2.5","E","HS_480G_PM863_SATA6G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_480G_PM863_SATA6GS_SSD_3.5","E","HS_480G_PM863_SATA6G/s_SSD_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_480G_PM863A_SATA6_SSD_2.5","E","HS_480G_PM863a_SATA6_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_480G_PM863A_SATA6_SSD_W3.5","E","HS_480G_PM863a_SATA6_SSD_w3.5"
"ISEHDD_TYPE_SELECTION_7","HS_480G_SATA3_SSD_S3510_2.5_S","E","HS_480G_SATA3_SSD_S3510_2.5_S"
"ISEHDD_TYPE_SELECTION_7","HS_480G_SATA6.0G_SSD_2.5_W3.5","E","HS_480G_SATA6.0G_SSD_2.5_w/3.5"
"ISEHDD_TYPE_SELECTION_7","HS_480G_SATA6.0G_SSD_S3510_2.5","E","HS_480G_SATA6.0G_SSD_S3510_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_480G_SATA6.0G_SSD_S3610_2.5","E","HS_480G_SATA6.0G_SSD_S3610_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_480G_SATA6.0GS_SSD_2.5","E","HS_480G_SATA6.0G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_480G_SATA6.0GS_SSD_3.5","E","HS_480G_SATA6.0G/s_SSD_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_480G_SATA6G_SSD_S3520_2.5","E","HS_480G_SATA6G_SSD_S3520_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_480G_SATA6G_SSD_S3520_W3.5","E","HS_480G_SATA6G_SSD_S3520_w/3.5"
"ISEHDD_TYPE_SELECTION_7","HS_4T_SAS12.0G_512N_7200R_3.5","E","HS_4T_SAS12.0G_512n_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_4T_SAS12G_7200R_3.5_W_SED","E","HS_4T_SAS12G_7200r_3.5_w/_SED"
"ISEHDD_TYPE_SELECTION_7","HS_4T_SAS12GS_7200R_3.5","E","HS_4T_SAS12G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_4T_SATA6.0GS_5900R_3.5","E","HS_4T_SATA6.0G/s_5900r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_4T_SATA6G_512N_ES_7.2K_3.5","E","HS_4T_SATA6G_512n_ES_7.2K_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_4TB_SAS6.0GS_7200R_3.5","E","HS_4TB_SAS6.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_4TB_SATA6.0GS_7200R_3.5","E","HS_4TB_SATA6.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_4TB_SATA6.0GS_7200R_3.5_S","E","HS_4TB_SATA6.0G/s_7200r_3.5_S"
"ISEHDD_TYPE_SELECTION_7","HS_500G_SATA6.0GS_7200R_2.5","E","HS_500G_SATA6.0G/s_7200r_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_500G_SATA6.0GS_7200R_3.5","E","HS_500G_SATA6.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_5TB_SATA6.0GS_7200R_3.5","E","HS_5TB_SATA6.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_600G_SAS12.0GS_10000R_2.5","E","HS_600G_SAS12.0G/s_10000r_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_600G_SAS12.0GS_15K_2.5","E","HS_600G_SAS12.0G/s_15k_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_600G_SAS12G_10000R_2.5_BD","E","HS_600G_SAS12G_10000r_2.5_BD"
"ISEHDD_TYPE_SELECTION_7","HS_600G_SAS12G_10K_2.5THUNDERB","E","HS_600G_SAS12G_10k_2.5ThunderB"
"ISEHDD_TYPE_SELECTION_7","HS_600G_SAS12G_10K_W3.5","E","HS_600G_SAS12G_10K_2.5_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_600G_SAS12G_15K_W3.5","E","HS_600G_SAS12G_15k_2.5_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_600G_SAS12G_512N_10K_W_3.5","E","HS_600G_SAS12G_512n_10K_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_600G_SAS12G_512N_15K_2.5","E","HS_600G_SAS12G_512n_15k_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_600G_SAS12G_512N_15K_W_3.5","E","HS_600G_SAS12G_512n_15K_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_600G_SAS12G_512N_ES_10K_2.5","E","HS_600G_SAS12G_512n_ES_10K_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_600G_SAS6.0GS_10000R_2.5","E","HS_600G_SAS6.0G/s_10000r_2.5"""
"ISEHDD_TYPE_SELECTION_7","HS_600G_SAS6.0GS_10000R_3.5","E","HS_600G_SAS6.0G/s_10000r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_600G_SAS6.0GS_15000R_2.5","E","HS_600G_SAS6.0G/s_15000r_2.5"""
"ISEHDD_TYPE_SELECTION_7","HS_600G_SAS6.0GS_15000R_3.5","E","HS_600G_SAS6.0G/s_15000r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_600G_SAS6G_10K_2.5_W3.5","E","HS_600G_SAS6G_10K_2.5_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_600G_SATA6.0G_SSD_2.5_W3.5","E","HS_600G_SATA6.0G_SSD_2.5_w/3.5"
"ISEHDD_TYPE_SELECTION_7","HS_600G_SATA6.0GS_SSD_2.5","E","HS_600G_SATA6.0G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_600G_SATA6.0GS_SSD_3.5","E","HS_600G_SATA6.0G/s_SSD_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_6T_SAS12.0GS_7200R_3.5","E","HS_6T_SAS12.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_6T_SAS12G_7200R_3.5_W_SED","E","HS_6T_SAS12G_7200r_3.5_w/_SED"
"ISEHDD_TYPE_SELECTION_7","HS_6T_SAS6.0GS_7200R_3.5","E","HS_6T_SAS6.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_6T_SATA6.0GS_7200R_3.5","E","HS_6T_SATA6.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_7.68T_SAS12.0G_SSD_2.5","E","HS_7.68T_SAS12.0G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_ENTRY_SAS_SSD_2.5","E","HS_800G_Entry_SAS_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_ENTRY_SAS_SSD_3.5","E","HS_800G_Entry_SAS_SSD_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_ENTRY_SATA_SSD_2.5","E","HS_800G_Entry_SATA_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_ENTRY_SATA_SSD_3.5","E","HS_800G_Entry_SATA_SSD_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_PCIE_2.5","E","HS_800G_PCIe_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_PM1635A_SAS12G_SSD_2.5","E","HS_800G_PM1635a_SAS12G_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_PM1635A_SAS12G_W_3.5","E","HS_800G_PM1635a_SAS12G_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_SAS12.0G_SSD_2.5_V2","E","HS_800G_SAS12.0G/s_SSD_2.5_V2"
"ISEHDD_TYPE_SELECTION_7","HS_800G_SAS12.0GS_SSD_2.5","E","HS_800G_SAS12.0G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_SAS12.0GS_SSD_3.5","E","HS_800G_SAS12.0G/s_SSD_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_SAS12_SSD_2.5_W3.5_V2","E","HS_800G_SAS12_SSD_2.5_w/3.5_V2"
"ISEHDD_TYPE_SELECTION_7","HS_800G_SAS12G_SSD_2.5_W_3.5","E","HS_800G_SAS12G_SSD_2.5_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_SATA3_SSD_S3510_2.5_S","E","HS_800G_SATA3_SSD_S3510_2.5_S"
"ISEHDD_TYPE_SELECTION_7","HS_800G_SATA6.0G_SSD_2.5_W3.5","E","HS_800G_SATA6.0G_SSD_2.5_w/3.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_SATA6.0G_SSD_S3510_2.5","E","HS_800G_SATA6.0G_SSD_S3510_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_SATA6.0G_SSD_S3520_2.5","E","HS_800G_SATA6.0G_SSD_S3520_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_SATA6.0G_SSD_S3610_2.5","E","HS_800G_SATA6.0G_SSD_S3610_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_SATA6.0G_SSD_S3700_2.5","E","HS_800G_SATA6.0G_SSD_S3700_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_SATA6.0GS_SSD_2.5","E","HS_800G_SATA6.0G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_800G_SATA6.0GS_SSD_3.5","E","HS_800G_SATA6.0G/s_SSD_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_80G_SATA6.0G_SSD_S3510_2.5","E","HS_80G_SATA6.0G_SSD_S3510_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_80G_SATA6.0GS_SSD_2.5","E","HS_80G_SATA6.0G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_8T_SAS12_7200R_3.5","E","HS_8T_SAS12_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_8T_SAS6.0G_7200R_3.5","E","HS_8T_SAS6.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_8T_SATA6.0G_7200R_3.5_TX","E","HS_8T_SATA6.0G/s_7200r_3.5_TX"
"ISEHDD_TYPE_SELECTION_7","HS_8T_SATA6.0GS_5900R_3.5","E","HS_8T_SATA6.0G/s_5900r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_8T_SATA6_7200R_3.5","E","HS_8T_SATA6_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_900G_SAS12.0G_15K_2.5","E","HS_900G_SAS12.0G/s_15K_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_900G_SAS12.0GS_10K_2.5","E","HS_900G_SAS12.0G/s_10K_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_900G_SAS12G_10K_W3.5","E","HS_900G_SAS12G_10K_2.5_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_900G_SAS12G_15K_2.5_W_3.5","E","HS_900G_SAS12G_15K_2.5_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_900G_SAS12G_512N_10K_W_3.5","E","HS_900G_SAS12G_512n_10K_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_900G_SAS12G_512N_ES_10K_2.5","E","HS_900G_SAS12G_512n_ES_10K_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_900G_SAS6.0GS_10000R_2.5","E","HS_900G_SAS6.0G/s_10000r_2.5"""
"ISEHDD_TYPE_SELECTION_7","HS_900G_SAS6.0GS_10000R_3.5","E","HS_900G_SAS6.0G/s_10000r_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_900G_SAS6_10K_2.5_WSED","E","HS_900G_SAS6.0_10k_2.5_w/_SED"
"ISEHDD_TYPE_SELECTION_7","HS_900G_SAS6G_10K_2.5_W3.5","E","HS_900G_SAS6G_10K_2.5_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_960G_PM863_SATA6GS_SSD_2.5","E","HS_960G_PM863_SATA6G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_960G_PM863_SATA6GS_SSD_3.5","E","HS_960G_PM863_SATA6G/s_SSD_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_960G_PM863A_SATA6_SSD_2.5","E","HS_960G_PM863a_SATA6_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_960G_PM863A_SATA6_SSD_W3.5","E","HS_960G_PM863a_SATA6_SSD_w3.5"
"ISEHDD_TYPE_SELECTION_7","HS_960G_SATA6.0GS_SSD_2.5","E","HS_960G_SATA6.0G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_960G_SATA6G_SSD_S3520_2.5","E","HS_960G_SATA6G_SSD_S3520_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_960G_SATA6G_SSD_S3520_W3.5","E","HS_960G_SATA6G_SSD_S3520_w/3.5"
"ISEHDD_TYPE_SELECTION_7","HS_MS_1.2T_SATA6.0GS_SSD_2.5","E","HS_MS_1.2T_SATA6.0G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_MS_1.2T_SATA6GS_SSD_W3.5","E","HS_MS_1.2T_SATA6G/s_SSD_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_MS_1.6T_SAS12_SSD_2.5","E","HS_MS_1.6T_SAS12_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_MS_1.6T_SAS12_SSD_2.5_W3.5","E","HS_MS_1.6T_SAS12_SSD_2.5_w/3.5"
"ISEHDD_TYPE_SELECTION_7","HS_MS_1.6T_SATA6.0GS_SSD_2.5","E","HS_MS_1.6T_SATA6.0G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_MS_1.6T_SATA6GS_SSD_W3.5","E","HS_MS_1.6T_SATA6G/s_SSD_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_MS_400G_SAS12_SSD_2.5","E","HS_MS_400G_SAS12_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_MS_400G_SAS12_SSD_2.5_W3.5","E","HS_MS_400G_SAS12_SSD_2.5_w/3.5"
"ISEHDD_TYPE_SELECTION_7","HS_MS_480G_SATA6.0GS_SSD_2.5","E","HS_MS_480G_SATA6.0G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_MS_480G_SATA6GS_2.5","E","HS_MS_480G_SATA6.0G/s_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_MS_480G_SATA6GS_SSD_W3.5","E","HS_MS_480G_SATA6G/s_SSD_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_MS_800G_SAS12_SSD_2.5","E","HS_MS_800G_SAS12_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_MS_800G_SAS12_SSD_2.5_W3.5","E","HS_MS_800G_SAS12_SSD_2.5_w/3.5"
"ISEHDD_TYPE_SELECTION_7","HS_MS_800G_SATA6.0GS_SSD_2.5","E","HS_MS_800G_SATA6.0G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_MS_800G_SATA6GS_SSD_W3.5","E","HS_MS_800G_SATA6G/s_SSD_w/_3.5"
"ISEHDD_TYPE_SELECTION_7","HS_VL_960G_SATA6_SSD_2.5","E","HS_VL_960G_SATA6_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","HS_VL_960G_SATA6_SSD_2.5_W3.5","E","HS_VL_960G_SATA6_SSD_2.5_w/3.5"
"ISEHDD_TYPE_SELECTION_7","HT_HS_1.2T_SAS6.0G_10K_2.5","E","HT_HS_1.2T_SAS6.0G_10k_2.5"
"ISEHDD_TYPE_SELECTION_7","HT_HS_2T_SATA6.0GS_7200R_3.5","E","HT_HS_2T_SATA6.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","HT_HS_4T_SATA6.0GS_7200R_3.5","E","HT_HS_4T_SATA6.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","HT_HS_600G_SAS6.0G_10K_2.5","E","HT_HS_600G_SAS6.0G_10k_2.5"
"ISEHDD_TYPE_SELECTION_7","HT_HS_6T_SATA6.0GS_7200R_3.5","E","HT_HS_6T_SATA6.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","HT_HS_900G_SAS6.0G_10K_2.5","E","HT_HS_900G_SAS6.0G_10k_2.5"
"ISEHDD_TYPE_SELECTION_7","MC_HS_1.92T_SATA6.0_SSD_2.5","E","MC_HS_1.92T_SATA6.0_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","MC_HS_480G_SATA6.0_SSD_2.5","E","MC_HS_480G_SATA6.0_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","MC_HS_800G_SATA6.0_SSD_2.5","E","MC_HS_800G_SATA6.0_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","MZ_NHS_1.8T_PCIE_SSD_2.5","E","MZ_NHS_1.8T_PCIe_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_1.2T_PCIE_SSD_2.5","E","NHS_1.2T_PCIe_SSD_P3600_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_1.2T_PCIE_SSD_P3500_2.5","E","NHS_1.2T_PCIe_SSD_P3500_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_1.2T_PCIE_SSD_P3600_2.5_S","E","NHS_1.2T_PCIe_SSD_P3600_2.5_S"
"ISEHDD_TYPE_SELECTION_7","NHS_1.2T_SAS12G_512N_10K_2.5","E","NHS_1.2T_SAS12G_512n_10K_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_1.6T_PCIE_SSD_2.5","E","NHS_1.6T_PCIe_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_1.6T_PCIE_SSD_2.5_S","E","NHS_1.6T_PCIe_SSD_2.5_S"
"ISEHDD_TYPE_SELECTION_7","NHS_1.8T_PCIE_SSD_2.5","E","NHS_1.8T_PCIe_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_10T_SAS_12G_7200R_3.5","E","NHS_10T_SAS_12.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_10T_SATA6.0G_7200R_3.5","E","NHS_10T_SATA6.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_120G_PM863_SATA6G_SSD_W35","E","NHS_120G_PM863_SATA6G_SSDw/3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_120G_SATA6.0GS_SSD_2.5","E","NHS_120G_SATA6.0G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_1T_SAS12G_512N_ES_7.2K_3.5","E","NHS_1T_SAS12G_512n_ES_7.2K_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_1T_SATA6.0G_ES_7200R_2.5","E","NHS_1T_SATA6.0G_ES_7200r_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_1T_SATA6.0G_ES_7200R_3.5","E","NHS_1T_SATA6.0G_ES_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_1T_SATA6.0GS_7200R_3.5","E","NHS_1T_SATA6.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_1T_SATA6G_512N_ES_7.2K_2.5","E","NHS_1T_SATA6G_512n_ES_7.2K_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_1T_SATA6G_512N_ES_7.2K_3.5","E","NHS_1T_SATA6G_512n_ES_7.2K_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_240G_PM863_SATA6G_SSD_W35","E","NHS_240G_PM863_SATA6G_SSDw/3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_240G_PM863ASATA6G_SSD_25","E","NHS_240G_PM863a_SATA6G_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_240G_PM863ASATA6G_SSD_W35","E","NHS_240G_PM863aSATA6G_SSDw/3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_240G_SATA6G_SSD_2.5_S3520","E","NHS_240G_SATA6G_SSD_2.5_S3520"
"ISEHDD_TYPE_SELECTION_7","NHS_240G_SATA6G_SSD_W3.5","E","NHS_240G_SATA6G_SSD_w/3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_240G_SATA6GS_SSD_2.5","E","NHS_240G_SATA6G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_2T_PCIE_SSD_2.5","E","NHS_2T_PCIe_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_2T_PCIE_SSD_P3600_2.5","E","NHS_2T_PCIe_SSD_P3600_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_2T_SAS12G_512N_ES_7.2K_3.5","E","NHS_2T_SAS12G_512n_ES_7.2K_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_2T_SATA6.0G_ES_7200R_2.5","E","NHS_2T_SATA6.0G_ES_7200r_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_2T_SATA6.0G_ES_7200R_3.5","E","NHS_2T_SATA6.0G_ES_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_2T_SATA6.0GS_7200R_3.5","E","NHS_2T_SATA6.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_2T_SATA6G_512N_ES_7.2K_3.5","E","NHS_2T_SATA6G_512n_ES_7.2K_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_300G_SAS12G_512N_10K_2.5","E","NHS_300G_SAS12G_512n_10K_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_3T_SATA6.0G_ES_7200R_3.5","E","NHS_3T_SATA6.0G_ES_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_3T_SATA6.0GS_7200R_3.5","E","NHS_3T_SATA6.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_480G_PM863_SATA6G_SSD_W35","E","NHS_480G_PM863_SATA6G_SSDw/3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_480G_PM863ASATA6G_SSD_25","E","NHS_480G_PM863a_SATA6G_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_480G_PM863ASATA6G_SSD_W35","E","NHS_480G_PM863aSATA6G_SSDw/3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_480G_SATA6G_SSD_2.5_S3520","E","NHS_480G_SATA6G_SSD_2.5_S3520"
"ISEHDD_TYPE_SELECTION_7","NHS_480G_SATA6G_SSD_W3.5","E","NHS_480G_SATA6G_SSD_w/3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_480G_SATA6GS_SSD_2.5","E","NHS_480G_SATA6G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_4T_SAS12G_512N_ES_7.2K_3.5","E","NHS_4T_SAS12G_512n_ES_7.2K_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_4T_SATA6G_512N_ES_7.2K_3.5","E","NHS_4T_SATA6G_512n_ES_7.2K_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_4TB_SATA6.0G_ES_7200R_3.5","E","NHS_4TB_SATA6.0G_ES_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_500G_SATA6.0_ES_7200R_3.5","E","NHS_500G_SATA6.0_ES_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_500G_SATA6.0G_ES_7200R_2.5","E","NHS_500G_SATA6.0G_ES_7200r_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_500G_SATA6.0GS_7200R_3.5","E","NHS_500G_SATA6.0G/s_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_5TB_SATA6.0G_ES_7200R_3.5","E","NHS_5TB_SATA6.0G_ES_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_600G_SAS12G_512N_10K_2.5","E","NHS_600G_SAS12G_512n_10K_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_600G_SATA6GS_SSD_2.5","E","NHS_600G_SATA6G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_6TB_SAS12.0G_ES_7200R_3.5","E","NHS_6TB_SAS12.0G_ES_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_6TB_SATA6.0G_ES_7200R_3.5","E","NHS_6TB_SATA6.0G_ES_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_800G_PCIE_SSD_2.5","E","NHS_800G_PCIe_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_800G_PCIE_SSD_2.5_S","E","NHS_800G_PCIe_SSD_2.5_S"
"ISEHDD_TYPE_SELECTION_7","NHS_800G_SATA6GS_SSD_2.5","E","NHS_800G_SATA6G/s_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_8TB_SAS12.0G_ES_7200R_3.5","E","NHS_8TB_SAS12.0G_ES_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_8TB_SATA6.0G_ES_7200R_3.5","E","NHS_8TB_SATA6.0G_ES_7200r_3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_900G_SAS12G_15K_2.5","E","NHS_900G_SAS12G_15K_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_900G_SAS12G_15K_2.5_W3.5","E","NHS_900G_SAS12G_15K_2.5_w/3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_900G_SAS12G_512N_10K_2.5","E","NHS_900G_SAS12G_512n_10K_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_960G_PM863_SATA6G_SSD_W35","E","NHS_960G_PM863_SATA6G_SSDw/3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_960G_PM863ASATA6G_SSD_25","E","NHS_960G_PM863a_SATA6G_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_960G_PM863ASATA6G_SSD_W35","E","NHS_960G_PM863aSATA6G_SSDw/3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_960G_SATA6G_SSD_2.5","E","NHS_960G_SATA6G_SSD_2.5"
"ISEHDD_TYPE_SELECTION_7","NHS_960G_SATA6G_SSD_2.5_S3520","E","NHS_960G_SATA6G_SSD_2.5_S3520"
"ISEHDD_TYPE_SELECTION_7","NHS_960G_SATA6G_SSD_W3.5","E","NHS_960G_SATA6G_SSD_w/3.5"
"ISEHDD_TYPE_SELECTION_7","NHS_S3510_120G_SATA6G_SSD_2.5","E","NHS_S3510_120G_SATA6G_SSD_2.5"
